report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,year,month,month_name,day,day_of_week,occurrence_hour,time_period,reporting_delay_days,age_group,case_resolution_days
19722,2022-04-03 12:00:00,2022-01-04 17:00:00,01-04-2022 21:41,Mumbai,524,EXTORTION,28,M,Firearm,Other Crime,6,Yes,2022-05-27 12:00:00,2022,1,January,4,Tuesday,21,Night,88.79166666666667,Young Adult,142.79166666666666
19723,2022-04-01 19:00:00,2022-01-04 18:00:00,02-04-2022 13:50,Agra,425,ROBBERY,45,F,Unknown,Violent Crime,8,No,,2022,1,January,4,Tuesday,13,Afternoon,87.04166666666667,Adult,
19724,2022-04-04 02:00:00,2022-01-04 19:00:00,01-04-2022 23:39,Chennai,150,BURGLARY,31,F,Blunt Object,Other Crime,12,Yes,2022-09-05 02:00:00,2022,1,January,4,Tuesday,23,Night,89.29166666666667,Adult,243.29166666666666
19725,2022-04-03 15:00:00,2022-01-04 20:00:00,02-04-2022 17:44,Delhi,210,CYBERCRIME,25,M,Knife,Other Crime,17,No,,2022,1,January,4,Tuesday,17,Evening,88.79166666666667,Young Adult,
19726,2022-04-03 21:00:00,2022-01-04 21:00:00,02-04-2022 01:59,Bangalore,347,BURGLARY,78,X,Poison,Other Crime,19,No,,2022,1,January,4,Tuesday,1,Night,89.0,Senior,
19727,2022-04-04 01:00:00,2022-01-04 22:00:00,02-04-2022 16:41,Rajkot,396,FRAUD,17,M,Blunt Object,Other Crime,13,Yes,2022-04-13 01:00:00,2022,1,January,4,Tuesday,16,Afternoon,89.125,Minor,98.125
19728,2022-04-02 02:00:00,2022-01-04 23:00:00,02-04-2022 03:44,Pune,168,TRAFFIC VIOLATION,23,X,Blunt Object,Traffic Fatality,16,Yes,2022-04-24 02:00:00,2022,1,January,4,Tuesday,3,Night,87.125,Young Adult,109.125
19729,2022-04-03 13:00:00,2022-02-04 00:00:00,02-04-2022 10:03,Indore,480,CYBERCRIME,44,X,Other,Other Crime,16,No,,2022,2,February,4,Friday,10,Morning,58.541666666666664,Adult,
19730,2022-04-03 10:00:00,2022-02-04 01:00:00,02-04-2022 21:50,Mumbai,413,DOMESTIC VIOLENCE,10,F,Poison,Violent Crime,17,No,,2022,2,February,4,Friday,21,Night,58.375,Minor,
19731,2022-04-03 23:00:00,2022-02-04 02:00:00,02-04-2022 04:01,Pune,354,DRUG OFFENSE,41,F,Explosives,Other Crime,7,No,,2022,2,February,4,Friday,4,Night,58.875,Adult,
19732,2022-04-03 15:00:00,2022-02-04 03:00:00,03-04-2022 01:37,Ludhiana,421,HOMICIDE,21,M,Unknown,Other Crime,18,No,,2022,2,February,4,Friday,1,Night,58.5,Young Adult,
19733,2022-04-02 15:00:00,2022-02-04 04:00:00,02-04-2022 21:54,Delhi,327,DOMESTIC VIOLENCE,47,F,Poison,Violent Crime,17,Yes,2022-04-18 15:00:00,2022,2,February,4,Friday,21,Night,57.458333333333336,Adult,73.45833333333333
19734,2022-04-03 17:00:00,2022-02-04 05:00:00,02-04-2022 22:16,Bangalore,491,IDENTITY THEFT,61,M,Unknown,Violent Crime,8,Yes,2022-04-28 17:00:00,2022,2,February,4,Friday,22,Night,58.5,Senior,83.5
19735,2022-04-04 15:00:00,2022-02-04 06:00:00,02-04-2022 20:24,Nagpur,467,DRUG OFFENSE,49,X,Knife,Other Crime,18,No,,2022,2,February,4,Friday,20,Evening,59.375,Adult,
19736,2022-04-03 18:00:00,2022-02-04 07:00:00,02-04-2022 10:05,Pune,595,IDENTITY THEFT,77,X,Poison,Violent Crime,12,No,,2022,2,February,4,Friday,10,Morning,58.458333333333336,Senior,
19737,2022-04-05 04:00:00,2022-02-04 08:00:00,02-04-2022 09:48,Bangalore,452,VANDALISM,65,M,Unknown,Other Crime,2,No,,2022,2,February,4,Friday,9,Morning,59.833333333333336,Senior,
19738,2022-04-04 15:00:00,2022-02-04 09:00:00,02-04-2022 19:38,Ghaziabad,410,BURGLARY,42,X,Poison,Other Crime,17,No,,2022,2,February,4,Friday,19,Evening,59.25,Adult,
19739,2022-04-03 20:00:00,2022-02-04 10:00:00,02-04-2022 10:00,Meerut,444,SEXUAL ASSAULT,33,M,Knife,Violent Crime,10,Yes,2022-12-09 20:00:00,2022,2,February,4,Friday,10,Morning,58.416666666666664,Adult,308.4166666666667
19740,2022-04-02 20:00:00,2022-02-04 11:00:00,03-04-2022 05:29,Patna,193,FIREARM OFFENSE,56,M,Firearm,Fire Accident,16,No,,2022,2,February,4,Friday,5,Night,57.375,Senior,
19741,2022-04-03 14:00:00,2022-02-04 12:00:00,03-04-2022 07:53,Delhi,311,ILLEGAL POSSESSION,23,F,Blunt Object,Other Crime,19,No,,2022,2,February,4,Friday,7,Morning,58.083333333333336,Young Adult,
19742,2022-04-02 15:00:00,2022-02-04 13:00:00,02-04-2022 22:52,Kolkata,255,DOMESTIC VIOLENCE,41,F,Firearm,Violent Crime,7,Yes,2022-05-07 15:00:00,2022,2,February,4,Friday,22,Night,57.083333333333336,Adult,92.08333333333333
19743,2022-04-05 05:00:00,2022-02-04 14:00:00,02-04-2022 14:13,Mumbai,482,HOMICIDE,75,M,Other,Other Crime,18,No,,2022,2,February,4,Friday,14,Afternoon,59.625,Senior,
19744,2022-04-03 23:00:00,2022-02-04 15:00:00,03-04-2022 08:58,Thane,545,TRAFFIC VIOLATION,11,M,Other,Traffic Fatality,9,No,,2022,2,February,4,Friday,8,Morning,58.333333333333336,Minor,
19745,2022-04-04 12:00:00,2022-02-04 16:00:00,02-04-2022 16:53,Kanpur,269,VANDALISM,23,M,Explosives,Other Crime,18,Yes,2022-06-23 12:00:00,2022,2,February,4,Friday,16,Afternoon,58.833333333333336,Young Adult,138.83333333333334
19746,2022-04-03 04:00:00,2022-02-04 17:00:00,03-04-2022 03:39,Chennai,214,DRUG OFFENSE,21,X,Explosives,Other Crime,14,Yes,2022-05-06 04:00:00,2022,2,February,4,Friday,3,Night,57.458333333333336,Young Adult,90.45833333333333
19747,2022-04-05 11:00:00,2022-02-04 18:00:00,03-04-2022 09:43,Mumbai,130,DRUG OFFENSE,72,F,Knife,Other Crime,5,No,,2022,2,February,4,Friday,9,Morning,59.708333333333336,Senior,
19748,2022-04-05 03:00:00,2022-02-04 19:00:00,03-04-2022 12:25,Nagpur,158,VEHICLE - STOLEN,78,F,Knife,Violent Crime,4,Yes,2022-05-27 03:00:00,2022,2,February,4,Friday,12,Afternoon,59.333333333333336,Senior,111.33333333333333
19749,2022-04-04 04:00:00,2022-02-04 20:00:00,03-04-2022 01:50,Visakhapatnam,412,SEXUAL ASSAULT,50,X,Blunt Object,Violent Crime,15,No,,2022,2,February,4,Friday,1,Night,58.333333333333336,Adult,
19750,2022-04-04 12:00:00,2022-02-04 21:00:00,03-04-2022 12:31,Varanasi,445,BURGLARY,67,F,Poison,Other Crime,1,No,,2022,2,February,4,Friday,12,Afternoon,58.625,Senior,
19751,2022-04-05 07:00:00,2022-02-04 22:00:00,03-04-2022 08:31,Delhi,196,EXTORTION,52,M,Explosives,Other Crime,5,No,,2022,2,February,4,Friday,8,Morning,59.375,Senior,
19752,2022-04-04 03:00:00,2022-02-04 23:00:00,03-04-2022 06:19,Ahmedabad,173,VEHICLE - STOLEN,40,M,Poison,Violent Crime,6,Yes,2022-05-31 03:00:00,2022,2,February,4,Friday,6,Morning,58.166666666666664,Adult,115.16666666666667
19753,2022-04-03 17:00:00,2022-03-04 00:00:00,03-04-2022 10:35,Bangalore,515,CYBERCRIME,30,X,Explosives,Other Crime,19,No,,2022,3,March,4,Friday,10,Morning,30.708333333333332,Young Adult,
19754,2022-04-03 15:00:00,2022-03-04 01:00:00,03-04-2022 10:49,Kalyan,107,EXTORTION,71,X,Other,Other Crime,11,No,,2022,3,March,4,Friday,10,Morning,30.583333333333332,Senior,
19755,2022-04-04 23:00:00,2022-03-04 02:00:00,03-04-2022 22:22,Surat,321,VANDALISM,18,M,Explosives,Other Crime,18,No,,2022,3,March,4,Friday,22,Night,31.875,Young Adult,
19756,2022-04-05 05:00:00,2022-03-04 03:00:00,03-04-2022 03:58,Surat,591,CYBERCRIME,21,X,Unknown,Other Crime,13,No,,2022,3,March,4,Friday,3,Night,32.083333333333336,Young Adult,
19757,2022-04-05 20:00:00,2022-03-04 04:00:00,03-04-2022 20:04,Chennai,353,ROBBERY,24,F,Explosives,Violent Crime,15,Yes,2022-05-27 20:00:00,2022,3,March,4,Friday,20,Evening,32.666666666666664,Young Adult,84.66666666666667
19758,2022-04-05 19:00:00,2022-03-04 05:00:00,04-04-2022 02:54,Kolkata,169,HOMICIDE,19,X,Explosives,Other Crime,7,No,,2022,3,March,4,Friday,2,Night,32.583333333333336,Young Adult,
19759,2022-04-06 00:00:00,2022-03-04 06:00:00,03-04-2022 20:38,Mumbai,163,HOMICIDE,55,X,Unknown,Other Crime,12,Yes,2024-03-12 00:00:00,2022,3,March,4,Friday,20,Evening,32.75,Senior,738.75
19760,2022-04-04 05:00:00,2022-03-04 07:00:00,04-04-2022 03:18,Delhi,130,EXTORTION,48,X,Unknown,Other Crime,7,Yes,2022-06-15 05:00:00,2022,3,March,4,Friday,3,Night,30.916666666666668,Adult,102.91666666666667
19761,2022-04-04 08:00:00,2022-03-04 08:00:00,03-04-2022 23:40,Patna,155,SEXUAL ASSAULT,51,X,Poison,Violent Crime,12,Yes,2022-10-14 08:00:00,2022,3,March,4,Friday,23,Night,31.0,Senior,224.0
19762,2022-04-05 03:00:00,2022-03-04 09:00:00,03-04-2022 13:33,Nagpur,559,DRUG OFFENSE,11,F,Blunt Object,Other Crime,9,No,,2022,3,March,4,Friday,13,Afternoon,31.75,Minor,
19763,2022-04-06 04:00:00,2022-03-04 10:00:00,03-04-2022 17:59,Pune,505,HOMICIDE,45,X,Unknown,Other Crime,1,No,,2022,3,March,4,Friday,17,Evening,32.75,Adult,
19764,2022-04-03 15:00:00,2022-03-04 11:00:00,03-04-2022 18:36,Bangalore,133,DOMESTIC VIOLENCE,22,M,Firearm,Violent Crime,3,Yes,2022-05-31 15:00:00,2022,3,March,4,Friday,18,Evening,30.166666666666668,Young Adult,88.16666666666667
19765,2022-04-04 23:00:00,2022-03-04 12:00:00,03-04-2022 22:27,Bangalore,251,HOMICIDE,65,F,Knife,Other Crime,14,No,,2022,3,March,4,Friday,22,Night,31.458333333333332,Senior,
19766,2022-04-04 03:00:00,2022-03-04 13:00:00,03-04-2022 13:21,Chennai,344,FIREARM OFFENSE,39,M,Unknown,Fire Accident,4,Yes,2022-05-25 03:00:00,2022,3,March,4,Friday,13,Afternoon,30.583333333333332,Adult,81.58333333333333
19767,2022-04-05 07:00:00,2022-03-04 14:00:00,04-04-2022 10:31,Bangalore,145,VANDALISM,52,X,Other,Other Crime,3,Yes,2022-05-31 07:00:00,2022,3,March,4,Friday,10,Morning,31.708333333333332,Senior,87.70833333333333
19768,2022-04-06 01:00:00,2022-03-04 15:00:00,04-04-2022 12:04,Jaipur,542,TRAFFIC VIOLATION,10,F,Firearm,Traffic Fatality,16,Yes,2022-04-22 01:00:00,2022,3,March,4,Friday,12,Afternoon,32.416666666666664,Minor,48.416666666666664
19769,2022-04-06 01:00:00,2022-03-04 16:00:00,04-04-2022 09:41,Kolkata,595,KIDNAPPING,67,X,Knife,Other Crime,16,Yes,2022-05-06 01:00:00,2022,3,March,4,Friday,9,Morning,32.375,Senior,62.375
19770,2022-04-05 04:00:00,2022-03-04 17:00:00,04-04-2022 15:56,Bangalore,196,FRAUD,46,X,Explosives,Other Crime,19,Yes,2022-05-31 04:00:00,2022,3,March,4,Friday,15,Afternoon,31.458333333333332,Adult,87.45833333333333
19771,2022-04-05 15:00:00,2022-03-04 18:00:00,04-04-2022 13:16,Hyderabad,579,PUBLIC INTOXICATION,29,F,Explosives,Other Crime,9,Yes,2022-05-02 15:00:00,2022,3,March,4,Friday,13,Afternoon,31.875,Young Adult,58.875
19772,2022-04-04 00:00:00,2022-03-04 19:00:00,04-04-2022 02:52,Chennai,409,EXTORTION,58,F,Other,Other Crime,19,No,,2022,3,March,4,Friday,2,Night,30.208333333333332,Senior,
19773,2022-04-06 18:00:00,2022-03-04 20:00:00,04-04-2022 03:05,Mumbai,455,TRAFFIC VIOLATION,38,F,Knife,Traffic Fatality,8,Yes,2022-04-30 18:00:00,2022,3,March,4,Friday,3,Night,32.916666666666664,Adult,56.916666666666664
19774,2022-04-05 20:00:00,2022-03-04 21:00:00,04-04-2022 20:51,Hyderabad,240,HOMICIDE,62,M,Knife,Other Crime,7,No,,2022,3,March,4,Friday,20,Evening,31.958333333333332,Senior,
19775,2022-04-06 18:00:00,2022-03-04 22:00:00,04-04-2022 00:09,Mumbai,186,VEHICLE - STOLEN,72,X,Explosives,Violent Crime,4,Yes,2022-04-23 18:00:00,2022,3,March,4,Friday,0,Night,32.833333333333336,Senior,49.833333333333336
19776,2022-04-04 13:00:00,2022-03-04 23:00:00,04-04-2022 15:20,Nagpur,479,TRAFFIC VIOLATION,22,X,Other,Traffic Fatality,7,Yes,2022-04-09 13:00:00,2022,3,March,4,Friday,15,Afternoon,30.583333333333332,Young Adult,35.583333333333336
19777,2022-04-06 02:00:00,2022-04-04 00:00:00,04-04-2022 21:51,Kalyan,515,PUBLIC INTOXICATION,67,X,Knife,Other Crime,4,Yes,2022-04-30 02:00:00,2022,4,April,4,Monday,21,Night,2.0833333333333335,Senior,26.083333333333332
19778,2022-04-05 13:00:00,2022-04-04 01:00:00,04-04-2022 21:21,Kolkata,548,DRUG OFFENSE,37,M,Explosives,Other Crime,5,No,,2022,4,April,4,Monday,21,Night,1.5,Adult,
19779,2022-04-06 05:00:00,2022-04-04 02:00:00,04-04-2022 07:04,Ghaziabad,109,TRAFFIC VIOLATION,15,F,Unknown,Traffic Fatality,4,No,,2022,4,April,4,Monday,7,Morning,2.125,Minor,
19780,2022-04-06 23:00:00,2022-04-04 03:00:00,04-04-2022 12:21,Nagpur,588,ILLEGAL POSSESSION,63,M,Explosives,Other Crime,13,No,,2022,4,April,4,Monday,12,Afternoon,2.8333333333333335,Senior,
19781,2022-04-05 05:00:00,2022-04-04 04:00:00,05-04-2022 00:54,Pune,342,ILLEGAL POSSESSION,26,X,Other,Other Crime,11,No,,2022,4,April,4,Monday,0,Night,1.0416666666666667,Young Adult,
19782,2022-04-05 01:00:00,2022-04-04 05:00:00,04-04-2022 11:28,Lucknow,530,FRAUD,11,X,Unknown,Other Crime,4,Yes,2022-05-26 01:00:00,2022,4,April,4,Monday,11,Morning,0.8333333333333334,Minor,51.833333333333336
19783,2022-04-04 13:00:00,2022-04-04 06:00:00,04-04-2022 17:36,Delhi,468,FRAUD,27,F,Knife,Other Crime,19,Yes,2022-05-23 13:00:00,2022,4,April,4,Monday,17,Evening,0.2916666666666667,Young Adult,49.291666666666664
19784,2022-04-06 01:00:00,2022-04-04 07:00:00,04-04-2022 18:51,Lucknow,256,SHOPLIFTING,71,F,Unknown,Other Crime,4,Yes,2022-06-16 01:00:00,2022,4,April,4,Monday,18,Evening,1.75,Senior,72.75
19785,2022-04-07 01:00:00,2022-04-04 08:00:00,04-04-2022 23:02,Lucknow,479,TRAFFIC VIOLATION,46,X,Unknown,Traffic Fatality,1,No,,2022,4,April,4,Monday,23,Night,2.7083333333333335,Adult,
19786,2022-04-06 16:00:00,2022-04-04 09:00:00,04-04-2022 14:08,Delhi,515,KIDNAPPING,78,M,Knife,Other Crime,17,No,,2022,4,April,4,Monday,14,Afternoon,2.2916666666666665,Senior,
19787,2022-04-05 23:00:00,2022-04-04 10:00:00,04-04-2022 19:19,Mumbai,297,ROBBERY,79,F,Knife,Violent Crime,5,No,,2022,4,April,4,Monday,19,Evening,1.5416666666666667,Senior,
19788,2022-04-07 08:00:00,2022-04-04 11:00:00,04-04-2022 12:27,Kolkata,131,ILLEGAL POSSESSION,61,F,Blunt Object,Other Crime,19,No,,2022,4,April,4,Monday,12,Afternoon,2.875,Senior,
19789,2022-04-06 00:00:00,2022-04-04 12:00:00,05-04-2022 02:14,Mumbai,205,ILLEGAL POSSESSION,54,F,Knife,Other Crime,10,No,,2022,4,April,4,Monday,2,Night,1.5,Senior,
19790,2022-04-07 06:00:00,2022-04-04 13:00:00,04-04-2022 21:11,Vasai,327,PUBLIC INTOXICATION,68,M,Unknown,Other Crime,19,Yes,2022-04-26 06:00:00,2022,4,April,4,Monday,21,Night,2.7083333333333335,Senior,21.708333333333332
19791,2022-04-06 18:00:00,2022-04-04 14:00:00,05-04-2022 04:35,Delhi,143,ROBBERY,51,F,Blunt Object,Violent Crime,19,No,,2022,4,April,4,Monday,4,Night,2.1666666666666665,Senior,
19792,2022-04-07 09:00:00,2022-04-04 15:00:00,04-04-2022 22:22,Hyderabad,434,PUBLIC INTOXICATION,69,M,Poison,Other Crime,14,Yes,2022-04-22 09:00:00,2022,4,April,4,Monday,22,Night,2.75,Senior,17.75
19793,2022-04-05 00:00:00,2022-04-04 16:00:00,05-04-2022 03:14,Ahmedabad,135,SEXUAL ASSAULT,16,F,Firearm,Violent Crime,19,Yes,2023-03-18 00:00:00,2022,4,April,4,Monday,3,Night,0.3333333333333333,Minor,347.3333333333333
19794,2022-04-05 16:00:00,2022-04-04 17:00:00,05-04-2022 10:23,Kolkata,293,SHOPLIFTING,34,X,Explosives,Other Crime,6,Yes,2022-05-22 16:00:00,2022,4,April,4,Monday,10,Morning,0.9583333333333334,Adult,47.958333333333336
19795,2022-04-05 16:00:00,2022-04-04 18:00:00,05-04-2022 13:30,Mumbai,307,VEHICLE - STOLEN,63,X,Poison,Violent Crime,12,No,,2022,4,April,4,Monday,13,Afternoon,0.9166666666666666,Senior,
19796,2022-04-05 12:00:00,2022-04-04 19:00:00,05-04-2022 09:01,Delhi,414,ROBBERY,35,X,Other,Violent Crime,17,No,,2022,4,April,4,Monday,9,Morning,0.7083333333333334,Adult,
19797,2022-04-05 10:00:00,2022-04-04 20:00:00,05-04-2022 01:33,Hyderabad,301,ROBBERY,40,F,Poison,Violent Crime,12,Yes,2022-06-03 10:00:00,2022,4,April,4,Monday,1,Night,0.5833333333333334,Adult,59.583333333333336
19798,2022-04-06 23:00:00,2022-04-04 21:00:00,05-04-2022 01:53,Hyderabad,229,TRAFFIC VIOLATION,54,X,Blunt Object,Traffic Fatality,16,Yes,2022-04-17 23:00:00,2022,4,April,4,Monday,1,Night,2.0833333333333335,Senior,13.083333333333334
19799,2022-04-07 13:00:00,2022-04-04 22:00:00,05-04-2022 02:54,Pune,231,DRUG OFFENSE,74,F,Unknown,Other Crime,7,Yes,2022-06-16 13:00:00,2022,4,April,4,Monday,2,Night,2.625,Senior,72.625
19800,2022-04-05 13:00:00,2022-04-04 23:00:00,05-04-2022 00:36,Kanpur,334,ILLEGAL POSSESSION,71,X,Firearm,Other Crime,16,No,,2022,4,April,4,Monday,0,Night,0.5833333333333334,Senior,
19801,2022-04-05 05:00:00,2022-05-04 00:00:00,05-04-2022 22:42,Hyderabad,379,VANDALISM,47,X,Other,Other Crime,9,No,,2022,5,May,4,Wednesday,22,Night,,Adult,
19802,2022-04-07 19:00:00,2022-05-04 01:00:00,05-04-2022 12:43,Delhi,283,FIREARM OFFENSE,10,X,Other,Fire Accident,18,No,,2022,5,May,4,Wednesday,12,Afternoon,,Minor,
19803,2022-04-07 08:00:00,2022-05-04 02:00:00,05-04-2022 18:09,Kolkata,336,ARSON,57,X,Poison,Fire Accident,7,Yes,2022-06-17 08:00:00,2022,5,May,4,Wednesday,18,Evening,,Senior,44.25
19804,2022-04-07 01:00:00,2022-05-04 03:00:00,05-04-2022 17:29,Jaipur,301,ASSAULT,51,F,Unknown,Violent Crime,6,No,,2022,5,May,4,Wednesday,17,Evening,,Senior,
19805,2022-04-07 19:00:00,2022-05-04 04:00:00,06-04-2022 00:23,Kolkata,142,IDENTITY THEFT,22,M,Other,Violent Crime,19,Yes,2022-06-10 19:00:00,2022,5,May,4,Wednesday,0,Night,,Young Adult,37.625
19806,2022-04-05 10:00:00,2022-05-04 05:00:00,05-04-2022 12:49,Ludhiana,496,TRAFFIC VIOLATION,61,F,Poison,Traffic Fatality,1,No,,2022,5,May,4,Wednesday,12,Afternoon,,Senior,
19807,2022-04-07 07:00:00,2022-05-04 06:00:00,05-04-2022 17:28,Nagpur,289,BURGLARY,39,F,Firearm,Other Crime,5,Yes,2022-05-07 07:00:00,2022,5,May,4,Wednesday,17,Evening,,Adult,3.0416666666666665
19808,2022-04-05 10:00:00,2022-05-04 07:00:00,05-04-2022 14:15,Bangalore,545,SHOPLIFTING,43,M,Unknown,Other Crime,8,Yes,2022-04-25 10:00:00,2022,5,May,4,Wednesday,14,Afternoon,,Adult,
19809,2022-04-07 21:00:00,2022-05-04 08:00:00,05-04-2022 19:10,Pune,398,FIREARM OFFENSE,36,F,Poison,Fire Accident,7,Yes,2022-05-30 21:00:00,2022,5,May,4,Wednesday,19,Evening,,Adult,26.541666666666668
19810,2022-04-07 23:00:00,2022-05-04 09:00:00,05-04-2022 11:14,Nagpur,140,PUBLIC INTOXICATION,44,M,Blunt Object,Other Crime,19,No,,2022,5,May,4,Wednesday,11,Morning,,Adult,
19811,2022-04-06 18:00:00,2022-05-04 10:00:00,05-04-2022 21:43,Visakhapatnam,443,IDENTITY THEFT,21,F,Unknown,Violent Crime,16,No,,2022,5,May,4,Wednesday,21,Night,,Young Adult,
19812,2022-04-07 07:00:00,2022-05-04 11:00:00,05-04-2022 11:33,Delhi,215,DRUG OFFENSE,65,F,Unknown,Other Crime,2,Yes,2022-05-11 07:00:00,2022,5,May,4,Wednesday,11,Morning,,Senior,6.833333333333333
19813,2022-04-05 21:00:00,2022-05-04 12:00:00,06-04-2022 05:45,Delhi,115,FIREARM OFFENSE,43,M,Knife,Fire Accident,19,No,,2022,5,May,4,Wednesday,5,Night,,Adult,
19814,2022-04-06 01:00:00,2022-05-04 13:00:00,05-04-2022 19:40,Surat,442,FRAUD,27,M,Poison,Other Crime,7,Yes,2022-05-23 01:00:00,2022,5,May,4,Wednesday,19,Evening,,Young Adult,18.5
19815,2022-04-07 18:00:00,2022-05-04 14:00:00,05-04-2022 22:41,Delhi,255,BURGLARY,63,F,Other,Other Crime,15,No,,2022,5,May,4,Wednesday,22,Night,,Senior,
19816,2022-04-06 17:00:00,2022-05-04 15:00:00,06-04-2022 00:11,Chennai,498,CYBERCRIME,48,M,Knife,Other Crime,10,Yes,2022-06-02 17:00:00,2022,5,May,4,Wednesday,0,Night,,Adult,29.083333333333332
19817,2022-04-06 06:00:00,2022-05-04 16:00:00,06-04-2022 08:05,Ahmedabad,487,COUNTERFEITING,14,F,Blunt Object,Other Crime,4,No,,2022,5,May,4,Wednesday,8,Morning,,Minor,
19818,2022-04-08 07:00:00,2022-05-04 17:00:00,06-04-2022 00:17,Mumbai,580,KIDNAPPING,21,F,Knife,Other Crime,17,No,,2022,5,May,4,Wednesday,0,Night,,Young Adult,
19819,2022-04-06 22:00:00,2022-05-04 18:00:00,06-04-2022 17:34,Mumbai,255,VEHICLE - STOLEN,15,F,Explosives,Violent Crime,16,No,,2022,5,May,4,Wednesday,17,Evening,,Minor,
19820,2022-04-07 17:00:00,2022-05-04 19:00:00,05-04-2022 19:13,Delhi,120,VEHICLE - STOLEN,17,F,Unknown,Violent Crime,1,No,,2022,5,May,4,Wednesday,19,Evening,,Minor,
19821,2022-04-07 18:00:00,2022-05-04 20:00:00,06-04-2022 00:12,Hyderabad,265,ILLEGAL POSSESSION,72,X,Other,Other Crime,19,No,,2022,5,May,4,Wednesday,0,Night,,Senior,
19822,2022-04-07 00:00:00,2022-05-04 21:00:00,06-04-2022 19:39,Mumbai,140,DRUG OFFENSE,33,M,Poison,Other Crime,18,No,,2022,5,May,4,Wednesday,19,Evening,,Adult,
19823,2022-04-08 13:00:00,2022-05-04 22:00:00,06-04-2022 01:29,Ahmedabad,125,TRAFFIC VIOLATION,40,M,Blunt Object,Traffic Fatality,18,No,,2022,5,May,4,Wednesday,1,Night,,Adult,
19824,2022-04-06 05:00:00,2022-05-04 23:00:00,06-04-2022 10:40,Bangalore,472,VANDALISM,38,X,Other,Other Crime,9,No,,2022,5,May,4,Wednesday,10,Morning,,Adult,
19825,2022-04-08 13:00:00,2022-06-04 00:00:00,06-04-2022 05:54,Chennai,595,DRUG OFFENSE,35,M,Knife,Other Crime,17,Yes,2022-05-05 13:00:00,2022,6,June,4,Saturday,5,Night,,Adult,
19826,2022-04-09 00:00:00,2022-06-04 01:00:00,06-04-2022 04:58,Mumbai,303,PUBLIC INTOXICATION,71,F,Explosives,Other Crime,15,Yes,2022-04-17 00:00:00,2022,6,June,4,Saturday,4,Night,,Senior,
19827,2022-04-06 06:00:00,2022-06-04 02:00:00,06-04-2022 05:55,Bhopal,118,VEHICLE - STOLEN,70,F,Unknown,Violent Crime,2,No,,2022,6,June,4,Saturday,5,Night,,Senior,
19828,2022-04-06 21:00:00,2022-06-04 03:00:00,06-04-2022 20:04,Delhi,456,FRAUD,41,M,Unknown,Other Crime,11,No,,2022,6,June,4,Saturday,20,Evening,,Adult,
19829,2022-04-06 06:00:00,2022-06-04 04:00:00,06-04-2022 14:21,Chennai,413,PUBLIC INTOXICATION,31,F,Unknown,Other Crime,7,No,,2022,6,June,4,Saturday,14,Afternoon,,Adult,
19830,2022-04-09 01:00:00,2022-06-04 05:00:00,06-04-2022 11:53,Surat,123,KIDNAPPING,61,X,Poison,Other Crime,14,No,,2022,6,June,4,Saturday,11,Morning,,Senior,
19831,2022-04-06 08:00:00,2022-06-04 06:00:00,07-04-2022 03:07,Bangalore,292,IDENTITY THEFT,77,M,Poison,Violent Crime,17,No,,2022,6,June,4,Saturday,3,Night,,Senior,
19832,2022-04-08 05:00:00,2022-06-04 07:00:00,06-04-2022 10:21,Chennai,281,VANDALISM,66,X,Poison,Other Crime,15,Yes,2022-05-23 05:00:00,2022,6,June,4,Saturday,10,Morning,,Senior,
19833,2022-04-07 19:00:00,2022-06-04 08:00:00,06-04-2022 14:35,Bangalore,365,ARSON,42,F,Unknown,Fire Accident,5,Yes,2022-06-09 19:00:00,2022,6,June,4,Saturday,14,Afternoon,,Adult,5.458333333333333
19834,2022-04-08 20:00:00,2022-06-04 09:00:00,06-04-2022 21:52,Faridabad,267,ILLEGAL POSSESSION,48,F,Knife,Other Crime,1,Yes,2022-04-17 20:00:00,2022,6,June,4,Saturday,21,Night,,Adult,
19835,2022-04-07 01:00:00,2022-06-04 10:00:00,07-04-2022 08:30,Delhi,268,DOMESTIC VIOLENCE,25,F,Poison,Violent Crime,10,Yes,2022-04-14 01:00:00,2022,6,June,4,Saturday,8,Morning,,Young Adult,
19836,2022-04-06 22:00:00,2022-06-04 11:00:00,06-04-2022 16:09,Rajkot,271,FRAUD,50,F,Explosives,Other Crime,16,Yes,2022-06-11 22:00:00,2022,6,June,4,Saturday,16,Afternoon,,Adult,7.458333333333333
19837,2022-04-07 21:00:00,2022-06-04 12:00:00,07-04-2022 09:09,Hyderabad,286,EXTORTION,69,X,Unknown,Other Crime,18,No,,2022,6,June,4,Saturday,9,Morning,,Senior,
19838,2022-04-08 06:00:00,2022-06-04 13:00:00,06-04-2022 14:43,Vasai,500,TRAFFIC VIOLATION,69,M,Unknown,Traffic Fatality,1,Yes,2022-05-06 06:00:00,2022,6,June,4,Saturday,14,Afternoon,,Senior,
19839,2022-04-07 10:00:00,2022-06-04 14:00:00,07-04-2022 09:34,Kolkata,424,FRAUD,49,F,Knife,Other Crime,4,Yes,2022-05-23 10:00:00,2022,6,June,4,Saturday,9,Morning,,Adult,
